,left_context,right_context,value,Area,Theme Converted Areas,IGNORE_THIS,group,new_group,the_cutoff,SUMMARIZING_QUESTION,OVERALL PROGRESS,SUMMARIZING_RATIO,NUMBER OF ROWS,NUMBER UN-SUMMARIZED,,
17312,,,Total Project Cost,requested grant funding,Requested Grant Funding Related,,1618,,0.44,&&&,,,,,,
17313,,,Total Cost,requested grant funding,Requested Grant Funding Related,,1618,,0.44,&&&,,,,,,
17314,,,Total Project Costs,requested grant funding,Requested Grant Funding Related,,1618,,0.44,&&&,,,,,,
17315,,,Total project cost,requested grant funding,Requested Grant Funding Related,,1618,,0.44,&&&,,,,,,
17316,,,Amount requested,requested grant funding,Requested Grant Funding Related,,1619,,0.44,&&&,,,,,,
17317,,,Amount of Request,requested grant funding,Requested Grant Funding Related,,1619,,0.44,&&&,,,,,,
17318,,,REQUESTED AMOUNT,requested grant funding,Requested Grant Funding Related,,1619,,0.44,&&&,,,,,,
17319,,,Amount Requested on LOI,requested grant funding,Requested Grant Funding Related,,1619,,0.44,&&&,,,,,,
17320,,,REQUEST AMOUNT,requested grant funding,Requested Grant Funding Related,,1619,,0.44,&&&,,,,,,
17321,,,Amount Requested,requested grant funding,Requested Grant Funding Related,,1619,,0.44,&&&,,,,,,
17322,,,Request Amount,requested grant funding,Requested Grant Funding Related,,1619,,0.44,&&&,,,,,,
17323,,,Requested amount,requested grant funding,Requested Grant Funding Related,,1619,,0.44,&&&,,,,,,
17324,,"25% match is recommended for grant requests greater than $20,000.",Requested Amount,requested grant funding,Requested Grant Funding Related,,1619,,0.44,&&&,,,,,,
17325,,,Application Amount Requested,requested grant funding,Requested Grant Funding Related,,1619,,0.44,&&&,,,,,,
17326,,,Rationale for Amount Requested,requested grant funding,Requested Grant Funding Related,,1619,,0.44,&&&,,,,,,
17327,,,AMOUNT REQUESTED,requested grant funding,Requested Grant Funding Related,,1619,,0.44,&&&,,,,,,
17329,,,#1 AMOUNT,requested grant funding,Requested Grant Funding Related,,1621,,0.44,&&&,,,,,,
17330,,,#2 AMOUNT,requested grant funding,Requested Grant Funding Related,,1621,,0.44,&&&,,,,,,
17331,,,YEAR 2 AMOUNT REQUESTED FROM <REDACTED>,requested grant funding,Requested Grant Funding Related,,1622,,0.44,&&&,,,,,,
17332,,,​YEAR 1 AMOUNT REQUESTED FROM <REDACTED>,requested grant funding,Requested Grant Funding Related,,1622,,0.44,&&&,,,,,,
17333,,,3 AMOUNT REQUESTED FROM <REDACTED>,requested grant funding,Requested Grant Funding Related,,1622,,0.44,&&&,,,,,,
17334,,,Amount Requested from <REDACTED>,requested grant funding,Requested Grant Funding Related,,1622,,0.44,&&&,,,,,,
17335,,,SECOND YEAR REQUEST AMOUNT,requested grant funding,Requested Grant Funding Related,,1623,,0.44,&&&,,,,,,
17336,,,THIRD YEAR REQUEST AMOUNT,requested grant funding,Requested Grant Funding Related,,1623,,0.44,&&&,,,,,,
17337,,,Requested amount Year 2,requested grant funding,Requested Grant Funding Related,,1623,,0.44,&&&,,,,,,
17338,,,Requested amount Year 3,requested grant funding,Requested Grant Funding Related,,1623,,0.44,&&&,,,,,,
17339,,,Amount Requested Year 3 (if applicable) $,requested grant funding,Requested Grant Funding Related,,1624,,0.44,&&&,,,,,,
17340,,,Amount Requested Year 2 (if applicable) $,requested grant funding,Requested Grant Funding Related,,1624,,0.44,&&&,,,,,,
17341,,,Requested - Year 1,requested grant funding,Requested Grant Funding Related,,1625,,0.44,&&&,,,,,,
17342,,,Amount Requested Year 1 $,requested grant funding,Requested Grant Funding Related,,1625,,0.44,&&&,,,,,,
17343,,,Requested amount Year 1,requested grant funding,Requested Grant Funding Related,,1625,,0.44,&&&,,,,,,
17344,,,Number of Years Requested,requested grant funding,Requested Grant Funding Related,,1626,,0.44,&&&,,,,,,
17345,,,NUMBER OF YEARS REQUESTED,requested grant funding,Requested Grant Funding Related,,1626,,0.44,&&&,,,,,,
17346,,,Upload project budget,requested grant funding,Requested Grant Funding Related,,1627,,0.44,&&&,,,,,,
17347,,,Annual Budget Upload,requested grant funding,Requested Grant Funding Related,,1627,,0.44,&&&,,,,,,
17348,,,Optional: Upload budget,requested grant funding,Requested Grant Funding Related,,1627,,0.44,&&&,,,,,,
17349,,,Project Budget Document,requested grant funding,Requested Grant Funding Related,,1628,,0.44,&&&,,,,,,
17350,,,Budget Worksheet,requested grant funding,Requested Grant Funding Related,,1628,,0.44,&&&,,,,,,
17351,,,UPLOADED BUDGET DOCUMENTS,requested grant funding,Requested Grant Funding Related,,1628,,0.44,&&&,,,,,,
17352,,,Project Budget (in Excel),requested grant funding,Requested Grant Funding Related,,1629,,0.44,&&&,,,,,,
17353,,,Organization Budget (in Excel),requested grant funding,Requested Grant Funding Related,,1629,,0.44,&&&,,,,,,
17354,,,Budget Summary,requested grant funding,Requested Grant Funding Related,,1630,,0.44,&&&,,,,,,
17355,,,narrative and budget plan summary,requested grant funding,Requested Grant Funding Related,,1630,,0.44,&&&,,,,,,
17356,,,ORGANIZATIONAL BUDGET NARRATIVE,requested grant funding,Requested Grant Funding Related,,1631,,0.44,&&&,,,,,,
17357,,,BUDGET NARRATIVE,requested grant funding,Requested Grant Funding Related,,1631,,0.44,&&&,,,,,,
17358,,,Budget & Budget Narrative,requested grant funding,Requested Grant Funding Related,,1631,,0.44,&&&,,,,,,
17359,,,Budget Narrative,requested grant funding,Requested Grant Funding Related,,1631,,0.44,&&&,,,,,,
17360,,,Project Budget & Budget Narrative Template,requested grant funding,Requested Grant Funding Related,,1631,,0.44,&&&,,,,,,
17361,,,Budget Allocation by Project Elements,requested grant funding,Requested Grant Funding Related,,1632,,0.44,&&&,,,,,,
17362,,,"Budget Allocation by
Project Elements",requested grant funding,Requested Grant Funding Related,,1632,,0.44,&&&,,,,,,
17363,,,Budget vs. Actuals Report,requested grant funding,Requested Grant Funding Related,,1633,,0.44,&&&,,,,,,
17364,,,PROJECT BUDGET VS ACTUALS,requested grant funding,Requested Grant Funding Related,,1633,,0.44,&&&,,,,,,
17365,,,Most current budget vs. actual,requested grant funding,Requested Grant Funding Related,,1633,,0.44,&&&,,,,,,
17366,,,Project Budget - Year 3,requested grant funding,Requested Grant Funding Related,,1634,,0.44,&&&,,,,,,
17367,,,Project Budget - Year 2,requested grant funding,Requested Grant Funding Related,,1634,,0.44,&&&,,,,,,
17368,,,Project budget,requested grant funding,Requested Grant Funding Related,,1635,,0.44,&&&,,,,,,
17369,,,Line Item Project Budget,requested grant funding,Requested Grant Funding Related,,1635,,0.44,&&&,,,,,,
17370,,,Project Budget Information,requested grant funding,Requested Grant Funding Related,,1635,,0.44,&&&,,,,,,
17371,,,ITEMIZED PROJECT BUDGET,requested grant funding,Requested Grant Funding Related,,1635,,0.44,&&&,,,,,,
17372,,,Revised Project Budget,requested grant funding,Requested Grant Funding Related,,1635,,0.44,&&&,,,,,,
17373,,,Project Budget Details,requested grant funding,Requested Grant Funding Related,,1635,,0.44,&&&,,,,,,
17374,,"Project Budget should include the following: Amount requested from the <REDACTED> Fund If applicable, other income sources including the amount committed by the applying organization, other grants and donations. Expenses to be covered by the <REDACTED> Fund If applicable, expenses covered by other sources If applicable, expenses covered in kind",Project Budget,requested grant funding,Requested Grant Funding Related,,1635,,0.44,&&&,,,,,,
17375,,,Future Estimated Budget,requested grant funding,Requested Grant Funding Related,,1636,,0.44,&&&,,,,,,
17376,,,BUDGET CONTINGENCY PLAN,requested grant funding,Requested Grant Funding Related,,1636,,0.44,&&&,,,,,,
17377,,,Estimated Project Cost,requested grant funding,Requested Grant Funding Related,,1637,,0.44,&&&,,,,,,
17378,,,ESTIMATED PROJECT BUDGET,requested grant funding,Requested Grant Funding Related,,1637,,0.44,&&&,,,,,,
17379,,,Estimated cost for the project,requested grant funding,Requested Grant Funding Related,,1637,,0.44,&&&,,,,,,
17380,,,Detailed Budget Information,requested grant funding,Requested Grant Funding Related,,1638,,0.44,&&&,,,,,,
17381,,,Budget Information,requested grant funding,Requested Grant Funding Related,,1638,,0.44,&&&,,,,,,
17383,,,Program/Project Budget,requested grant funding,Requested Grant Funding Related,,1640,,0.44,&&&,,,,,,
17384,,,BUDGET YEAR,requested grant funding,Requested Grant Funding Related,,1640,,0.44,&&&,,,,,,
17385,,,Budget Comments,requested grant funding,Requested Grant Funding Related,,1640,,0.44,&&&,,,,,,
17386,,,Budget,requested grant funding,Requested Grant Funding Related,,1640,,0.44,&&&,,,,,,
17387,,,BUDGET REQUIREMENTS,requested grant funding,Requested Grant Funding Related,,1640,,0.44,&&&,,,,,,
17388,,,Requested Budget,requested grant funding,Requested Grant Funding Related,,1640,,0.44,&&&,,,,,,
17389,PROJECT/PROGRAM REQUEST BUDGET,,BUDGET,requested grant funding,Requested Grant Funding Related,,1640,,0.44,&&&,,,,,,
17390,,,Budget For Year,requested grant funding,Requested Grant Funding Related,,1640,,0.44,&&&,,,,,,
17391,,,Budget Year,requested grant funding,Requested Grant Funding Related,,1640,,0.44,&&&,,,,,,
17392,,,BUDGET FOR YEAR,requested grant funding,Requested Grant Funding Related,,1640,,0.44,&&&,,,,,,
17393,,,PROGRAM BUDGET,requested grant funding,Requested Grant Funding Related,,1641,,0.44,&&&,,,,,,
17394,,,Prog Budget,requested grant funding,Requested Grant Funding Related,,1641,,0.44,&&&,,,,,,
17395,,,Program Budget,requested grant funding,Requested Grant Funding Related,,1641,,0.44,&&&,,,,,,
17396,,,Program Budget - Year 1,requested grant funding,Requested Grant Funding Related,,1641,,0.44,&&&,,,,,,
17397,3. FINANCIAL OVERVIEW,,OPERATING BUDGET,requested grant funding,Requested Grant Funding Related,,1642,,0.44,&&&,,,,,,
17398,,,Projected Operating Budget,requested grant funding,Requested Grant Funding Related,,1642,,0.44,&&&,,,,,,
17399,,,Operating Budget,requested grant funding,Requested Grant Funding Related,,1642,,0.44,&&&,,,,,,
17400,,,Percent of operating budget,requested grant funding,Requested Grant Funding Related,,1642,,0.44,&&&,,,,,,
17401,,,PERCENT OF OPERATING BUDGET,requested grant funding,Requested Grant Funding Related,,1642,,0.44,&&&,,,,,,
17402,,,Percent of Budget Requested,requested grant funding,Requested Grant Funding Related,,1643,,0.44,&&&,,,,,,
17403,,,Percentage of budget,requested grant funding,Requested Grant Funding Related,,1643,,0.44,&&&,,,,,,
17404,,,Grant Percentage of Budget,requested grant funding,Requested Grant Funding Related,,1643,,0.44,&&&,,,,,,
17406,,,Organizational Operating Budget-,"Organizational budgeting, revenue practices, and forecasts","Organizational budgeting, revenue practices, and forecasts",,1645,,0.44,&&&,,,,,,
17407,,,ORGANIZATION BUDGET,"Organizational budgeting, revenue practices, and forecasts","Organizational budgeting, revenue practices, and forecasts",,1645,,0.44,&&&,,,,,,
17408,,,Organization Budget,"Organizational budgeting, revenue practices, and forecasts","Organizational budgeting, revenue practices, and forecasts",,1645,,0.44,&&&,,,,,,
17409,,,Organizational & Project Budgets,"Organizational budgeting, revenue practices, and forecasts","Organizational budgeting, revenue practices, and forecasts",,1645,,0.44,&&&,,,,,,
17410,,,Organization Operating Budget,"Organizational budgeting, revenue practices, and forecasts","Organizational budgeting, revenue practices, and forecasts",,1645,,0.44,&&&,,,,,,
17411,,,Organizational Budget,"Organizational budgeting, revenue practices, and forecasts","Organizational budgeting, revenue practices, and forecasts",,1645,,0.44,&&&,,,,,,
17412,,,Org Budget,"Organizational budgeting, revenue practices, and forecasts","Organizational budgeting, revenue practices, and forecasts",,1645,,0.44,&&&,,,,,,
17413,,,Budgeted Organization Income,"Organizational budgeting, revenue practices, and forecasts","Organizational budgeting, revenue practices, and forecasts",,1645,,0.44,&&&,,,,,,
17414,,,Budgeted Organization Expenses,"Organizational budgeting, revenue practices, and forecasts","Organizational budgeting, revenue practices, and forecasts",,1645,,0.44,&&&,,,,,,
17415,,,Annual Organization Budget,"Organizational budgeting, revenue practices, and forecasts","Organizational budgeting, revenue practices, and forecasts",,1646,,0.44,&&&,,,,,,
17416,,,Organization Previous Year Budget,"Organizational budgeting, revenue practices, and forecasts","Organizational budgeting, revenue practices, and forecasts",,1646,,0.44,&&&,,,,,,
17417,ORGANIZATION INFORMATION,,Annual Organization  Budget:,"Organizational budgeting, revenue practices, and forecasts","Organizational budgeting, revenue practices, and forecasts",,1646,,0.44,&&&,,,,,,
17418,,,Annual Organization Budget,"Organizational budgeting, revenue practices, and forecasts","Organizational budgeting, revenue practices, and forecasts",,1646,,0.44,&&&,,,,,,
17419,,,Organization Budget for project fiscal year,"Organizational budgeting, revenue practices, and forecasts","Organizational budgeting, revenue practices, and forecasts",,1646,,0.44,&&&,,,,,,
17420,,,Total Organizational Budget,"Organizational budgeting, revenue practices, and forecasts","Organizational budgeting, revenue practices, and forecasts",,1647,,0.44,&&&,,,,,,
17421,General Operating Support,,Organization Total Budget,"Organizational budgeting, revenue practices, and forecasts","Organizational budgeting, revenue practices, and forecasts",,1647,,0.44,&&&,,,,,,
17422,,,TOTAL ORGANIZATIONAL BUDGET,"Organizational budgeting, revenue practices, and forecasts","Organizational budgeting, revenue practices, and forecasts",,1647,,0.44,&&&,,,,,,
17423,,,Total Annual Organization Budget,"Organizational budgeting, revenue practices, and forecasts","Organizational budgeting, revenue practices, and forecasts",,1647,,0.44,&&&,,,,,,
17424,,,Organization Budget Total,"Organizational budgeting, revenue practices, and forecasts","Organizational budgeting, revenue practices, and forecasts",,1647,,0.44,&&&,,,,,,
17425,,,Total organization budget,"Organizational budgeting, revenue practices, and forecasts","Organizational budgeting, revenue practices, and forecasts",,1647,,0.44,&&&,,,,,,
17426,General Operating Support,,"The current fiscal year operating budget for the organization, including a budget narrative, using the <REDACTED> Organizational Budget Form.","Organizational budgeting, revenue practices, and forecasts","Organizational budgeting, revenue practices, and forecasts",,1648,,0.44,&&&,,,,,,
17427,,,"Current organizational budget for fiscal agent; budget for any applicable
subsidiary organization","Organizational budgeting, revenue practices, and forecasts","Organizational budgeting, revenue practices, and forecasts",,1648,,0.44,&&&,,,,,,
17428,,,CURRENT ORGANIZATIONAL BUDGET,"Organizational budgeting, revenue practices, and forecasts","Organizational budgeting, revenue practices, and forecasts",,1648,,0.44,&&&,,,,,,
17429,,,OPERATING BUDGET FOR THE FINANCIAL YEAR - IN USD,"Organizational budgeting, revenue practices, and forecasts","Organizational budgeting, revenue practices, and forecasts",,1649,,0.44,&&&,,,,,,
